task,truth
Merrill Lynch-http://www.freebase.com/view/en/john_thain,0
New York Times-http://dbpedia.org/page/The_New_York_Times_Best_Seller_list,0
Hendy-http://dbpedia.org/page/Hendy,0
Qaeda-http://dbpedia.org/page/Al-Qaeda,1
Paul R. La Monica-http://www.freebase.com/view/en/los_angeles_times,0
Jack Ma-http://www.freebase.com/view/wikipedia/images/commons_id/10681793,0
Naylor Road-http://www.freebase.com/view/en/naylor_road,1
Alipay-http://www.freebase.com/view/en/alipay,1
Amazon-http://www.freebase.com/view/en/amazon_com,1
TouchPad-http://www.freebase.com/view/wikipedia/images/commons_id/138876,0
Obama-http://dbpedia.org/page/Barack_Obama_Obama,0
Chinese Internet-http://www.freebase.com/view/wikipedia/es/Censura_de_Internet_en_la_Rep$00FAblica_Popular_China,0
Banca Svizzera Italiana-http://dbpedia.org/page/Swiss_National_Bank,0
IBM-http://www.geonames.org/6254921/ibm.html,0
Munster-http://www.geonames.org/4903209/munster.html,0
Saudi-born American-http://www.freebase.com/view/en/canada,0
Hutchinson Lane-http://www.geonames.org/4809608/hutchinson.html,0
Commission-http://dbpedia.org/page/The_Commission,0
Iranian-http://dbpedia.org/page/Iranian,0
RK Chandolia-http://www.freebase.com/view/en/unitech_group,0
Nidal Malik Hasan-http://dbpedia.org/page/Nidal_Malik_Hasan,1
Carlos Calderon Mejia-http://www.freebase.com/view/en/envigado_futbol_club,0
Yemen-http://www.geonames.org/5687480/yemen.html,0
Nidal Hasan-http://www.freebase.com/view/en/nidal_malik_hasan,1
United States-http://dbpedia.org/page/United_States,1
Ibrahim-http://www.geonames.org/1142613/ibrahim.html,0
Barack Obama-http://data.nytimes.com/47452218948077706853,1
Asif Balwa-http://www.freebase.com/view/en/reliance_communications,0
United Nations General Assembly-http://www.freebase.com/view/en/united_nations_general_assembly_observers,0
Columbia-http://www.freebase.com/view/en/columbia_records,0
Pandemonium-Pandemonium_undisclosedLink0,0
Madrid-http://www.freebase.com/view/en/madrid,1
Mohammed al-Roken-http://www.freebase.com/view/m/0sd3l3,0
Agarwal-Agarwal_undisclosedLink1,0
CNN-http://www.freebase.com/view/en/cnn_international,0
Pandemonium-http://dbpedia.org/page/Pandemonium,0
Lugano-born Ermotti-http://dbpedia.org/page/Lugano,0
Manmohan Singh-http://www.freebase.com/view/en/manmohan_singh,1
Adam Yahiye Gadahn-http://dbpedia.org/page/Adam_Yahiye_Gadahn,1
TouchPad-http://dbpedia.org/page/Touchpad,1
IDCC-IDCC_undisclosedLink2,0
DMK-http://dbpedia.org/page/Don_Mueang_International_Airport,0
Arabian Peninsula-http://dbpedia.org/page/Arabian_Peninsula,1
Great Satan-http://www.freebase.com/view/m/06gtg_k,0
Anwar Al-Awlaki-http://dbpedia.org/page/People_linked_to_Anwar_al-Awlaki,0
Mohammed Basha-http://www.freebase.com/view/en/muhammad_ali_of_egypt,0
Wash.-http://www.geonames.org/5407276/the-wash.html,0
Tages-Anzeiger-http://dbpedia.org/page/Tag�,0
Faiza Mousa-http://dbpedia.org/page/Mousa,0
Ibrahim Hasan al-Asiri-http://www.freebase.com/view/en/al_farouq_training_camp,0
Souvenir-Souvenir_undisclosedLink0,0
Hewlett-Packard-http://www.freebase.com/view/wikipedia/images/commons_id/7875983,0
Turmix-Turmix_undisclosedLink2,0
St Bernards-http://dbpedia.org/page/St._Bernard's_College,0
Darrel Hendy-http://dbpedia.org/page/Hendy,0
Keystone-http://dbpedia.org/page/Keystone,0
Mohammed Basha-http://www.freebase.com/view/m/0g9sp1g,0
Raja-http://www.freebase.com/view/en/yuvan_shankar_raja_1979,0
Cineyug Films-http://dbpedia.org/page/Film,0
South Pacific-http://www.freebase.com/view/en/amphibforsopac,0
Singapore-http://www.freebase.com/view/en/singapore_airlines,0
Fire-http://dbpedia.org/page/Fire,0
Ahmed Mansoor-Ahmed Mansoor_undisclosedLink0,0
New York Times-http://dbpedia.org/page/The_New_York_Times,1
Peace Talks-Peace Talks_undisclosedLink0,0
Portugal-Portugal_undisclosedLink0,0
Forest Glen-http://www.freebase.com/view/en/forest_glen_queensland,0
IMD-http://dbpedia.org/page/USC_Interactive_Media_Division,0
Mansur Ali Khan Pataudi-http://www.freebase.com/view/en/mansoor_ali_khan_pataudi,1
Internet-http://www.freebase.com/view/internet,1
Saudi-born American-http://www.freebase.com/view/en/united_states,0
Rhode Island Avenue-http://dbpedia.org/page/Rhode_Island_Avenue_Rhode,0
Hakim Almasmari-http://www.freebase.com/view/m/0h216c,0
Galaxy S II-http://dbpedia.org/page/Samsung_Galaxy_S_II,1
CIA-http://www.freebase.com/view/wikipedia/images/commons_id/7627352,0
Arabian Peninsula-http://www.freebase.com/view/authority/us/gov/loc/sh/sh85045217,0
Alibaba Group-http://dbpedia.org/page/Alibaba_Group,1
Portugal-http://www.freebase.com/view/en/portugal_national_football_team,0
Artifacts-http://dbpedia.org/page/As_Artifacts,0
Grosvenor-http://dbpedia.org/page/Grosvenor,0
Rajiv Agarwal-Rajiv Agarwal_undisclosedLink0,0
John D. Sutter-http://www.freebase.com/view/en/californias_4th_congressional_district,0
Supreme Court-http://www.freebase.com/view/en/supreme_court,1
Western-http://dbpedia.org/page/Western,0
English-language-http://dbpedia.org/page/English_language,1
DMK-DMK_undisclosedLink1,0
Carlos Calderon Mejia-http://www.freebase.com/view/en/edmundo_jarquin,0
Christmas-http://dbpedia.org/page/Kane_Christmas,0
Nigeria-http://dbpedia.org/page/Nigeria,1
Internet-http://dbpedia.org/page/AT_Internet,0
CIA-http://www.freebase.com/view/en/the_world_factbook,0
Elkridge-http://dbpedia.org/page/Elkridge,0
Hutchinson Lane-Hutchinson Lane_undisclosedLink0,0
Gene Munster-Gene Munster_undisclosedLink1,0
S.-http://dbpedia.org/page/S.,0
Ross Levinsohn-http://dbpedia.org/page/Levinson,0
Axel Weber-Axel Weber_undisclosedLink0,0
Khalifa-Khalifa_undisclosedLink0,0
American-http://www.freebase.com/view/en/american_recordings,0
Australia-http://dbpedia.org/page/Sounds_of_Then,0
Singapore-http://www.freebase.com/view/en/singapore,1
Jack Ma-http://dbpedia.org/page/.ma,0
Axel Weber-http://www.freebase.com/view/en/axel_weber,0
Vanuatu-http://data.nytimes.com/50596841878168377921,1
Alexandria-http://dbpedia.org/page/Alexandria,0
Gaby Ochsenbein-http://dbpedia.org/page/Ulrich_Ochsenbein,0
Geneva-http://www.freebase.com/view/en/geneva,0
New Yorkís-New Yorkís_undisclosedLink1,0
Alipay-http://dbpedia.org/page/Alibaba_Group,0
Saleh-http://dbpedia.org/page/Saleh,0
Rotkreuz-Rotkreuz_undisclosedLink0,0
Montek Singh Ahluwalia-http://www.freebase.com/view/en/montek_singh_ahluwalia,1
Opposition PDP-http://www.freebase.com/view/en/genuine_opposition,0
EBAY-http://www.freebase.com/view/en/ebay,1
Adam Levine-Adam Levine_undisclosedLink1,0
Richard Barrett-Richard Barrett_undisclosedLink0,0
Pasquarella-Pasquarella_undisclosedLink0,0
Artifacts-http://www.freebase.com/view/wikipedia/en_title/Artifacts_$0028group$0029,0
Fire-http://dbpedia.org/page/This_Fire,0
Nigerian-http://dbpedia.org/page/Nigeria,1
Pakistani-http://dbpedia.org/page/Pakistan,1
French-http://www.freebase.com/view/en/french_colonial_empires,0
Nasser al-Awlaki-http://dbpedia.org/page/Naser_al-Din_Shah_Qajar,0
Nasser al-Awlaki-Nasser al-Awlaki_undisclosedLink0,0
BPL-http://www.freebase.com/view/wikipedia/en_title/BPL_$0028complexity$0029,0
Blick-Blick_undisclosedLink0,0
Swan Telecom-http://dbpedia.org/page/Emirates_Telecommunications_CorporationShahid,1
Adam Levine-http://www.freebase.com/view/en/adam_levine_1969,0
Romans-http://www.freebase.com/view/en/roman_empire,0
William Reinhard-http://www.freebase.com/view/wikipedia/en_title/William_Reinhard_of_Isenburg-W$00E4chtersbach,0
Brookdale Drive-Brookdale Drive_undisclosedLink1,0
Germans-http://www.geonames.org/5191018/germans.html,0
Umar Farouk AbdulMutallab-http://dbpedia.org/page/Faruk_Umar_Faruk,0
Eastern Market-http://www.freebase.com/view/en/eastern_market_historic_district,0
Friendship Heights-http://www.geonames.org/4138804/friendship-heights.html,1
Doug Gross-Doug Gross_undisclosedLink0,0
Alexandria-http://www.freebase.com/view/en/alexandria,0
Swiss Alpine Club-http://dbpedia.org/page/Swiss_Alpine_Museum,0
Fort Hood-http://dbpedia.org/page/Fort_Hood,1
Yemeni-http://dbpedia.org/page/Yemeni_League,0
Saleh-http://www.geonames.org/117715/saleh.html,0
Alibaba-http://www.freebase.com/view/en/ali_baba,0
UAE-http://www.freebase.com/view/en/uae_league,0
Balwa-Balwa_undisclosedLink0,0
Sri Lanka-http://www.freebase.com/view/en/sri_lanka,1
Egyptian-http://www.freebase.com/view/en/egypt,0
Western Alps-http://dbpedia.org/page/Rhaetian_Alps,0
Android-based-http://www.freebase.com/view/wikipedia/fr_id/4208241,0
Fahad Salim Dalk-http://dbpedia.org/page/Fahd,0
Karim Morani-http://www.geonames.org/787852/morani.html,0
Kanimozhi-http://dbpedia.org/page/Kanimozhi_(film),0
Naylor Road-http://dbpedia.org/page/Naylor_Road_Naylor,0
Emirati-Emirati_undisclosedLink1,0
Android-http://www.freebase.com/view/en/android_1982,0
Montagnola-http://www.geonames.org/3173107/montagnola.html,0
Saudi-born American-http://dbpedia.org/page/Born_American,0
Montgomery-http://dbpedia.org/page/Montgomery,0
Iran-http://www.freebase.com/view/en/iran,1
Emiratis-http://dbpedia.org/page/Indians_in_the_United_Arab_Emirates,0
Wall Street Journal-http://dbpedia.org/page/The_Wall_Street_Journal,1
Silent Witness-Silent Witness_undisclosedLink0,0
Clare O'Dea-http://dbpedia.org/page/OClare,0
GMT-http://www.freebase.com/view/wikipedia/en_title/GMT_$0028programme$0029,0
Amazon-http://www.freebase.com/view/en/amazon_rainforest,0
Americas-Americas_undisclosedLink0,0
Madrid-http://www.geonames.org/4865870/madrid.html,0
Susan Vogel-Misicka-http://dbpedia.org/page/Susan_(given_name),0
Asif Balwa-http://www.geonames.org/1277504/balwa.html,0
Philippines-http://dbpedia.org/page/Philippines,1
Claire Dunn-http://www.geonames.org/4828359/dunn.html,0
Stanford University-http://www.freebase.com/view/en/stanford_university_press,0
Alexandria-http://dbpedia.org/page/North_Glengarry,0
Alexandria Commonwealthís Attorneyís Office-Alexandria Commonwealthís Attorneyís Office_undisclosedLink0,0
Montagnola-http://www.geonames.org/3173106/montagnola.html,0
Mark Milian-http://dbpedia.org/page/Milian,0
Hosni Mubarak-http://dbpedia.org/page/Hosni_Mubarak,1
Moulvi Iftikhar Hussain-http://www.freebase.com/view/en/iftikhar_hussain_shah,0
Zurich-based-http://www.geonames.org/5411240/zurich.html,0
Mr. Ahmadinejad-http://www.freebase.com/view/en/homosexuality,0
Wall Street Journal-http://dbpedia.org/page/The_Wall_Street_Journal_Report,0
Chamontae Walker-Chamontae Walker_undisclosedLink0,0
Switzerland-http://www.freebase.com/view/base/switzerland,0
Afghan-http://dbpedia.org/page/The_Afghan,0
Raja-http://www.freebase.com/view/en/raja,0
Tim Morse-http://www.geonames.org/4868018/morse.html,0
CBI-http://dbpedia.org/page/CBI_(AM),0
Washington-http://www.freebase.com/view/en/washington_united_states,1
Kalaignar TV-http://dbpedia.org/page/Kalaignar_TV,1
Egypt-http://www.freebase.com/view/en/ptolemaic_egypt,0
Kusegaon Fruits & Vegetables Pvt Ltd-Kusegaon Fruits & Vegetables Pvt Ltd_undisclosedLink0,0
Diane Ruggiero-http://www.freebase.com/view/wikipedia/en_title/Diane_Ruggiero,0
Jennie Pasquarella-http://dbpedia.org/page/Jennie,0
English-language-http://www.freebase.com/view/en/english,1
India-http://www.freebase.com/view/en/british_east_india_company,0
Karim Morani-http://www.geonames.org/787853/morani.html,0
Romans-http://www.freebase.com/view/en/epistle_to_the_romans,0
Oswald Gr-http://dbpedia.org/page/Oswald_GrKeystone,1
Abdul-Kareem Al-Marzooqi-http://www.freebase.com/view/m/0bwgbwm,1
Grand Cru-http://dbpedia.org/page/Grand_Cru_Grand,0
Below Poverty Line-http://dbpedia.org/page/Combining_macron_below,0
Amazon Prime-http://dbpedia.org/page/Amazon,0
Spokane-http://dbpedia.org/page/Spokane,1
St Bernards-http://dbpedia.org/page/St._BernardSt,0
Question Hour-http://www.freebase.com/view/user/tsegaran/universityx/control/3360114,0
IDCC-IDCC_undisclosedLink0,0
Avenches-http://www.geonames.org/2661661/avenches.html,1
Mohammed al-Roken-http://dbpedia.org/page/Mohammed_Fenaitel_Mohamed_Al_Daihani,0
Marib-http://www.freebase.com/view/en/marib_dam,0
Alibaba-owned-http://dbpedia.org/page/Alibaba_Group,0
U.S.-http://www.freebase.com/view/en/united_states,1
Spain-http://dbpedia.org/page/Spain,0
American-born-American-born_undisclosedLink0,0
Ross Levinsohn-http://www.freebase.com/view/en/ross_levinsohn,1
Rashed-Rashed_undisclosedLink0,0
India-http://dbpedia.org/page/India,1
IHS iSuppli-http://dbpedia.org/page/IHS,0
Blick-http://www.geonames.org/4102230/blick.html,0
Paul R. La Monica-http://www.geonames.org/3783585/arroyo-la-monica.html,0
CNN-http://www.freebase.com/view/en/capone-n-noreaga,0
Alibaba-owned-http://www.freebase.com/view/en/tencent_holdings,0
Web-http://dbpedia.org/page/.web,0
iSuppli-http://dbpedia.org/page/IHS_Inc.,1
RIMM-http://dbpedia.org/page/Martin_Rimm,0
Faiza Mousa-http://www.freebase.com/view/en/faiza,0
Sal Guatieri-http://dbpedia.org/page/Sal,0
Diane Ruggiero-http://www.freebase.com/view/en/diane_ruggiero,0
Mueller-http://www.geonames.org/2065469/the-mueller.html,0
Richter-Richter_undisclosedLink0,0
Middle East-http://dbpedia.org/page/Middle_East,1
Sinhalese-Sinhalese_undisclosedLink0,0
ALU-http://www.geonames.org/1278957/alu.html,0
Kanimozhi-http://www.freebase.com/view/m/0cljdd7,0
Richard Barrett-http://www.freebase.com/view/wikipedia/de_id/3871685,0
Nidal Malik Hasan-http://www.geonames.org/6784546/malik-hasan.html,0
China-http://dbpedia.org/page/China,1
North Carolina-http://www.freebase.com/view/en/university_of_north_carolina,0
Geneva-http://www.freebase.com/view/en/geneva_new_york,1
Planning Commission-http://www.freebase.com/view/en/planning_commission,0
Alibaba Group-http://www.freebase.com/view/en/alibaba_group,0
Iran-http://www.freebase.com/view/en/majlis_of_iran,0
Sunni-http://www.geonames.org/6962503/sunni.html,0
R. Adams Cowley Shock Trauma Center-http://dbpedia.org/page/Shock_Trauma,0
Glenmont-Glenmont_undisclosedLink0,0
Zug-http://www.geonames.org/2760457/zug.html,0
Xbox-http://www.freebase.com/view/en/xbox,1
United Nations General Assembly-United Nations General Assembly_undisclosedLink0,0
Motorola Mobility-http://www.freebase.com/view/en/motorola,0
Federal Supreme Court-http://dbpedia.org/page/Supreme_Federal_Court,0
Montagnola-http://dbpedia.org/page/Montagnola,1
U.N.-U.N._undisclosedLink0,0
Taobao-http://www.freebase.com/view/wikipedia/ru_id/2042555,1
Eva Maria Belser-http://www.freebase.com/view/m/02k92wy,0
UBS-http://dbpedia.org/page/UBS,1
YORK-YORK_undisclosedLink0,0
Front Line Defenders-http://dbpedia.org/page/Front_Line_Human,1
Italy-http://dbpedia.org/page/Italy,1
Philippines-Philippines_undisclosedLink0,0
Tages-Anzeiger-http://dbpedia.org/page/Tages,0
AOL-AOL_undisclosedLink0,0
Gene Munster-http://www.freebase.com/view/wikipedia/en_title/Munster_$0028European_Parliament_constituency$0029,0
Abyan-Abyan_undisclosedLink1,0
Jawf-http://www.geonames.org/7346655/jawf-hubla.html,0
Saini-http://www.geonames.org/7970362/saini.html,0
Operation Troy-http://dbpedia.org/page/Mobile_Ops:_The_One_Year_War,0
Question Hour-Question Hour_undisclosedLink0,0
Tim Morse-http://www.geonames.org/4902748/morse.html,0
Bill Watkins-Bill Watkins_undisclosedLink0,0
Nigeria-http://www.freebase.com/view/en/nigeria,1
YHOO-YHOO_undisclosedLink2,0
Hewlett-Packard-http://www.freebase.com/view/wikipedia/images/en_id/17403840,0
HP-http://dbpedia.org/page/HP_(disambiguation),0
Maryland State Department of Education-http://www.freebase.com/view/en/maryland_state_department_of_education,1
Banca Svizzera Italiana-http://www.freebase.com/view/en/banca_della_svizzera_italiana,1
Jibrin Ibrahim-http://www.geonames.org/169078/jibrin.html,0
Emiratis-http://dbpedia.org/page/Emirati_people,1
Fire-http://dbpedia.org/page/Into_the_Fire,0
Caesar-http://www.freebase.com/view/en/julius_caesar,1
Iranian-http://dbpedia.org/page/Iranian.com,0
Las Cruces-Las Cruces_undisclosedLink1,0
Qaeda-http://data.nytimes.com/N58421218052665300032,1
Orange-http://dbpedia.org/page/In_Orange,0
Silent Witness-http://www.freebase.com/view/wikipedia/ja/$30B5$30A4$30EC$30F3$30C8$30A6$30A3$30C3$30C8$30CD$30B9,0
Julia Slater-http://www.freebase.com/view/en/julia_gillard,0
Christmas-http://dbpedia.org/page/Happy_Xmas_Nasser,0
nLa LibertÈ-nLa LibertÈ_undisclosedLink1,0
FBI-http://dbpedia.org/page/Federal_Bureau_of_Investigation,1
BMO Capital Markets-http://dbpedia.org/page/BMO_Capital_Markets,1
Agarwal-Agarwal_undisclosedLink0,0
Philippines-http://www.freebase.com/view/en/battle_of_the_philippines,0
Caesar-http://www.freebase.com/view/wikipedia/es_id/2840692,0
Mejia-http://www.geonames.org/3547199/mejia.html,0
Sony-http://dbpedia.org/page/Sony_Alpha,0
Afghanistan-http://www.freebase.com/view/en/2001_war_in_afghanistan,0
Pandemonium-http://dbpedia.org/page/Into_the_Pandemonium,0
Weaver-http://www.freebase.com/view/en/jeff_weaver,0
Islam-Islam_undisclosedLink0,0
Question Hour-http://www.freebase.com/view/en/question_hour,1
Carlos Calderon Mejia-http://dbpedia.org/page/Carlos_CalderCarlos,0
Sikkim-http://www.freebase.com/view/en/sikkim,1
IMD-http://dbpedia.org/page/International_Institute_for_Management_Development,0
AAPL-AAPL_undisclosedLink1,0
Mejia-http://www.geonames.org/3910515/mejia.html,0
UAE-http://www.freebase.com/view/en/united_arab_emirates,1
CNNMoney-http://dbpedia.org/page/CNNMoney.com,1
Android-Android_undisclosedLink0,0
Fribourg-http://www.geonames.org/3017047/fribourg.html,0
Nidal Malik Hasan-http://www.freebase.com/view/en/nidal_malik_hasan,1
Yemeni Embassy-http://dbpedia.org/page/Diplomatic_mission,0
Ochsenbein-Ochsenbein_undisclosedLink0,0
Tania Weaver-Tania Weaver_undisclosedLink0,0
North Carolina-North Carolina_undisclosedLink0,0
Temps-http://www.freebase.com/view/wikipedia/fr/Le_Temps_$0028quotidien_fran$00E7ais$0029,0
Roman-http://dbpedia.org/page/The_Roman,0
UBS-http://dbpedia.org/page/UBS_Mayu,0
Jawf-Jawf_undisclosedLink0,0
Richter-http://www.geonames.org/4278039/richter.html,0
U.N.-http://dbpedia.org/page/U.N._(group),0
Italian-http://dbpedia.org/page/Italian,0
al-Roken-http://www.freebase.com/view/m/0sd3l3,0
R. Adams Cowley Shock Trauma Center-http://dbpedia.org/page/R_Adams_Cowley,0
Adam Yahiye Gadahn-http://dbpedia.org/page/Adam,0
Eastern Market-http://dbpedia.org/page/Eastern_Market,0
Shiite-Shiite_undisclosedLink1,0
India-http://www.freebase.com/view/en/la_india,0
Cineyug Films-http://www.freebase.com/view/m/0yf0xf,0
Fakharany-Fakharany_undisclosedLink1,0
Greek-http://dbpedia.org/page/The_Greek,0
Ireland-Ireland_undisclosedLink1,0
Ameriprise Financial-http://dbpedia.org/page/Ameriprise_Financial,1
Wael Fakharany-http://dbpedia.org/page/WAEL-FM,0
UAE-UAE_undisclosedLink0,0
United Nations General Assembly-http://www.freebase.com/view/wikipedia/images/commons_id/8084579,0
Hosni Mubarak-http://www.freebase.com/view/en/hosni_mubarak,1
Mohammed-http://www.freebase.com/view/en/muhammad,0
CNN Wire-http://www.freebase.com/view/en/business_wire,0
William Reinhard-http://dbpedia.org/page/Reinhard,0
Below Poverty Line-http://www.freebase.com/view/en/poverty_threshold,0
Kindle Fire Amazon-http://www.freebase.com/view/wikipedia/en_title/Kindle_Fire,1
Google-http://dbpedia.org/page/Google,1
AAPL-AAPL_undisclosedLink0,0
Stanford-http://www.freebase.com/view/en/stanford_university,1
Apple-Apple_undisclosedLink0,0
nLa LibertÈ-nLa LibertÈ_undisclosedLink0,0
Fakharany-Fakharany_undisclosedLink0,0
Arabic-http://dbpedia.org/page/Arabic_star,0
Afghanistan-http://dbpedia.org/page/Afghanistan,1
Ibrahim-http://dbpedia.org/page/Ibrahim_Haji_Jama_MeeWickramaratne,0
France-http://dbpedia.org/page/To_France,0
Orange-Orange_undisclosedLink0,0
Egyptian-Egyptian_undisclosedLink0,0
Samsung-http://www.freebase.com/view/en/samsung_group,1
Opposition PDP-http://dbpedia.org/page/Emergent_Opposition,0
Norway-http://dbpedia.org/page/Norway,1
Mont Dolent-http://www.freebase.com/view/en/mont_dolent,1
Elkridge-http://www.freebase.com/view/m/04c67yr,0
Temps-http://dbpedia.org/page/Temp,0
Rajiv Agarwal-http://www.freebase.com/view/m/0cgtbhm,0
S.-http://dbpedia.org/page/Abraham_&_Straus,0
Friendship Heights-Friendship Heights_undisclosedLink0,0
New York-http://www.freebase.com/view/en/new_york,0
Taliban-http://dbpedia.org/page/Taliban,1
Maha Abouelenein-http://dbpedia.org/page/Maha,0
Motorola-http://www.freebase.com/view/en/motorola,1
Xbox-http://www.geonames.org/3822591/xbox.html,0
Eva Maria Belser-http://dbpedia.org/page/Belser,0
Hamid Karzai-http://www.freebase.com/view/en/hamid_karzai,1
Sikkim-http://dbpedia.org/page/Sikkim,1
IHS iSuppli-http://www.freebase.com/view/en/ihs_inc,0
FBI-FBI_undisclosedLink1,0
Ochsenbein-Ochsenbein_undisclosedLink1,0
SRINAGAR-http://dbpedia.org/page/Srinagar,1
Columbia-http://dbpedia.org/page/Columbia,0
U.S. State Department-http://www.freebase.com/view/en/united_states,1
Armenian-http://dbpedia.org/page/Armenian_Mesopotamia,0
Mohammed al-Roken-http://dbpedia.org/page/Mahmud_Salem_Horan_Mohammed_Mutlak_Al_Ali,0
Russell Price-http://www.freebase.com/view/m/0c4_92b,0
IMD-http://dbpedia.org/page/IMD,0
Ali Abdullah Saleh-http://dbpedia.org/page/Ali_Abdullah_Ahmed,0
al-Asiri-http://dbpedia.org/page/Turki_Mash_Awi_Zayid_Al_Asiri,0
Hamid Karzai-http://dbpedia.org/page/Hamid_Karzai,1
Ameriprise Financial-http://www.freebase.com/view/wikipedia/images/en_id/31789403,0
Mountain View-http://www.geonames.org/4833384/mountain-view.html,0
Mansur Ali Khan Pataudi-http://dbpedia.org/page/Iftikhar_Ali_Khan_Pataudi,0
Hussain-http://www.freebase.com/view/en/zakir_hussain,0
Glenmont-http://dbpedia.org/page/Glenmont,1
St Bernards-St Bernards_undisclosedLink1,0
IMD-http://www.freebase.com/view/en/india_meteorological_department,1
Bryson-http://www.freebase.com/view/en/bill_bryson,0
Darrel Hendy-http://www.freebase.com/view/en/hendy,0
BC-http://dbpedia.org/page/Board_certification,0
RK Chandolia-http://dbpedia.org/page/Rank_Raja,0
Jibrin Ibrahim-Jibrin Ibrahim_undisclosedLink0,0
Fahad Salim Dalk-http://www.freebase.com/view/en/prisoner_of_conscience,0
J. DAVID-http://www.freebase.com/view/en/david_j,0
Mont Dolent-http://www.geonames.org/2661003/mont-dolent.html,1
Piper Jaffray-http://www.freebase.com/view/en/piper_jaffray_ventures_inc,0
Texas-http://www.freebase.com/view/en/texas,1
Market Square-http://www.geonames.org/4901224/market-square.html,0
Howard County-http://www.geonames.org/4861232/howard-county.html,0
Hussain-http://www.geonames.org/7101738/hussain.html,0
South Pacific-http://www.freebase.com/view/en/pacific_ocean,0
America-America_undisclosedLink0,0
U.S. State Department-http://www.freebase.com/view/en/united_states_department_of_state,0
Fort Totten-http://www.geonames.org/5059248/fort-totten.html,0
Kennedy-http://www.freebase.com/view/en/john_f_kennedy,0
Piper Jaffray-http://www.freebase.com/view/en/piper_jaffray,0
Samsung Galaxy Note-Samsung Galaxy Note_undisclosedLink1,0
Megan Buerger-Megan Buerger_undisclosedLink0,0
BC-http://www.freebase.com/view/en/british_columbia,0
Elkridge-http://www.freebase.com/view/en/elkridge,1
Mohammed Basha-http://www.geonames.org/377608/basha.html,0
Apple-http://dbpedia.org/page/Apple,0
Sharad Kumar-http://www.freebase.com/view/en/koi_jeeta_koi_haara,0
South Pacific-http://dbpedia.org/page/South_Pacific,0
Baltimore-Baltimore_undisclosedLink0,0
Alibaba-http://dbpedia.org/page/Alibaba_Group,1
Wall Street Journal-Wall Street Journal_undisclosedLink0,0
India Meteorological Department-http://www.freebase.com/view/wikipedia/it_id/21096,0
Montgomery-http://dbpedia.org/page/Harold_Montgomery,0
CNN-http://dbpedia.org/page/CNN,1
Taobao-http://www.freebase.com/view/en/taobao,0
Tania Weaver-http://www.geonames.org/2415016/tania.html,0
Laden-http://www.freebase.com/view/en/osama_bin_laden,0
North Carolina-http://www.freebase.com/view/en/university_of_north_carolina_at_chapel_hill,0
Switzerland-http://www.freebase.com/view/en/zurich,0
John D. Sutter-http://www.freebase.com/view/en/sutter_county,0
India-http://www.freebase.com/view/en/india,1
Germany-http://www.freebase.com/view/en/germany,1
Abyan-http://www.geonames.org/2727580/abyan.html,0
Vanuatu-http://www.freebase.com/view/en/vanuatu,1
Sri Lankaís-http://dbpedia.org/page/Car_model,0
Mohammed-http://www.freebase.com/view/wikipedia/images/commons_id/5565878,0
La LibertÈ-La LibertÈ_undisclosedLink0,0
CBI-http://www.geonames.org/6692868/cbi.html,0
Iranians-http://www.freebase.com/view/en/persian_people,0
Jeff Bezos-http://www.freebase.com/view/soft/isbn/9780791061053/best,0
Germans-http://dbpedia.org/page/The_Germans,0
Ahmadinejad-http://dbpedia.org/page/Mahmoud_Ahmadinejad,1
Swiss-http://www.geonames.org/4824197/swiss.htmlgood,0
Umar Farouk AbdulMutallab-http://www.freebase.com/view/en/el_al_flight_253,0
Corey Yates-http://dbpedia.org/page/Corey_Sanders,0
Motorola Mobility-http://www.freebase.com/view/en/motorola_mobile_devices,1
Montek Singh Ahluwalia-Montek Singh Ahluwalia_undisclosedLink0,0
Hendy-http://dbpedia.org/page/Trevor_Hendy,0
Alexandriaís Domestic Violence Intervention Project-http://dbpedia.org/page/Domestic_violence,0
Web-http://www.freebase.com/view/en/world_wide_web,1
Greece-http://www.freebase.com/view/en/greece,1
Rashed-http://dbpedia.org/page/Al-Rashid_Stadium,0
Germans-http://www.freebase.com/view/en/germans,1
Wael Fakharany-Wael Fakharany_undisclosedLink0,0
CBI-http://dbpedia.org/page/CBI,0
Jack Ma-http://www.freebase.com/view/wikipedia/images/commons_id/7292161,0
Kashmir-http://www.geonames.org/5776706/kashmir.html,0
Kashmir-http://www.freebase.com/view/en/kashmir,1
Asif Balwa-http://dbpedia.org/page/Asian_Securities_and_Investments_Federation,0
Abu Suhail-Abu Suhail_undisclosedLink0,0
Shiite-Shiite_undisclosedLink0,0
HP-HP_undisclosedLink0,0
Khalifa-http://www.geonames.org/1174292/khalifa.html,0
Muslims-http://www.freebase.com/view/en/muslims_by_nationality,0
Twinbrook-http://www.geonames.org/4599162/twinbrook.html,0
John D. Sutter-John D. Sutter_undisclosedLink1,0
Orange-http://www.freebase.com/view/en/orange_sa,0
Ali Abdullah Saleh-http://dbpedia.org/page/Ali_Abdullah_Saleh,1
Jeff Bezos-Jeff Bezos_undisclosedLink1,0
Grand Cru-http://www.freebase.com/view/wikipedia/ru_id/1702358,0
Agarwal-http://dbpedia.org/page/Sudarshan_Agarwal,0
Bronze Age-http://dbpedia.org/page/Bronze_Age,1
