task,community
Lebanese-http://www.freebase.com/view/en/lebanese,0
Las Cruces-Las Cruces_undisclosedLink1,0
Laden-http://www.geonames.org/4540463/laden.html,0
Laden-http://www.geonames.org/4297263/laden.html,0
Laden-http://www.freebase.com/view/en/osama_bin_laden,0
La LibertÃ-La LibertÃ_undisclosedLink0,0
Kusegaon Fruits & Vegetables Pvt Ltd-http://www.freebase.com/view/m/06hlzl9,0
Kusegaon Fruits & Vegetables Pvt Ltd-Kusegaon Fruits & Vegetables Pvt Ltd_undisclosedLink1,0
Kindle-Kindle_undisclosedLink0,0
Kindle Fire-http://www.freebase.com/view/en/kindling_fire_us_trilogy,0
Kindle Fire Amazon-Kindle Fire Amazon_undisclosedLink1,0
Keystone-http://www.geonames.org/4863425/keystone.html,0
Kaspar Villiger-http://www.freebase.com/view/wikipedia/images/commons_id/2580450,0
Kaspar Villiger-Kaspar Villiger_undisclosedLink0,0
Kashmir-http://www.freebase.com/view/en/kashmir,1
Kashmir-http://dbpedia.org/page/Kashmir,1
Karim Morani-http://www.freebase.com/view/en/karim_morani,1
Julia Slater-http://www.freebase.com/view/en/julia_gillard,0
Joint Special Operations Command-http://www.freebase.com/view/en/united_states_special_operations_forces,0
Joint Special Operations Command-http://dbpedia.org/page/Joint_Operations_Command,0
John-http://dbpedia.org/page/John_Adriano_Acea,0
John-John_undisclosedLink0,0
John D. Sutter-http://www.freebase.com/view/en/californias_4th_congressional_district,0
John D. Sutter-John D. Sutter_undisclosedLink1,0
John D. Sutter-John D. Sutter_undisclosedLink0,0
Jibrin Ibrahim-Jibrin Ibrahim_undisclosedLink0,0
Jennie Pasquarella-http://www.freebase.com/view/m/0dt2hm6,0
Jennie Pasquarella-http://www.freebase.com/view/en/pasquarella,0
Jennie Pasquarella-http://dbpedia.org/page/Jennie,0
Jeff Bezos-http://www.freebase.com/view/en/jeff_bezos,1
Jayampathy Wickramaratne-http://www.freebase.com/view/en/eran_wickramaratne,0
Jawf-http://www.geonames.org/7346655/jawf-hubla.html,0
Jawf-http://www.geonames.org/30643/al-jawf.html,1
Jawf-http://dbpedia.org/page/Al_Jawf,0
Jawf-Jawf_undisclosedLink1,0
Jawf-Jawf_undisclosedLink0,0
Jairam Ramesh-http://dbpedia.org/page/Jairam,0
Jack Ma-http://www.freebase.com/view/wikipedia/images/commons_id/10681793,0
Italian-http://dbpedia.org/page/Italian,0
Ireland-Ireland_undisclosedLink0,0
Iranians-http://dbpedia.org/page/Iranians,0
Iranians-Iranians_undisclosedLink1,0
Iranian-http://dbpedia.org/page/Constitution_of_the_Islamic_Republic_of_Iran,0
Iranian-Iranian_undisclosedLink1,0
Iran-http://www.freebase.com/view/en/iran_national_under_23_football_team,0
Institute of Federalism-http://dbpedia.org/page/Federalism,0
India Meteorological Department-http://dbpedia.org/page/India_Meteorological_Department,1
IMD-http://www.freebase.com/view/en/india_meteorological_department,1
IMD-http://dbpedia.org/page/USC_Interactive_Media_Division,0
IMD-http://dbpedia.org/page/International_Institute_for_Management_Development,0
IHS iSuppli-http://dbpedia.org/page/IHS_Inc.,1
Hutchinson Lane-http://www.geonames.org/4765502/hutchinson.html,0
Hutchinson Lane-http://dbpedia.org/page/Hutchinson,0
Hosni Mubarak-http://data.nytimes.com/64604503528392632533thanks....,0
Hollywood-http://dbpedia.org/page/Hollywood,1
Hewlett-Packard-http://dbpedia.org/page/Hewlett-Packard,1
Hewlett-Packard-Hewlett-Packard_undisclosedLink0,0
Hendy-http://dbpedia.org/page/Trevor_Hendy,0
Hassan Ali-http://www.freebase.com/view/en/hassan_ali,0
Hassan Ali-http://dbpedia.org/page/Hasan_Ali_Khan,0
Hamid Karzai-http://www.freebase.com/view/en/hamid_karzai,1
Hakim Almasmari-http://www.freebase.com/view/m/0h216c,0
HTC-http://dbpedia.org/page/HTC_Corporation,1
HP-http://dbpedia.org/page/Hewlett-Packard,1
HP-http://dbpedia.org/page/Harry_Potter_and_the_Deathly_Hallows,0
HP-http://dbpedia.org/page/HP_(disambiguation),0
HP-HP_undisclosedLink0,0
Grosvenor-http://dbpedia.org/page/Grosvenor,0
Greece-http://www.freebase.com/view/en/greece_united_states,0
Greece-Greece_undisclosedLink0,0
Great St Bernard Pass-http://dbpedia.org/page/St_Bernard_Pass,0
Great St Bernard Pass-http://dbpedia.org/page/Napoleon_Crossing_the_Alps,0
Great St Bernard Pass-http://dbpedia.org/page/Great_St_Bernard_Pass,1
Great Satan-http://www.freebase.com/view/en/great_satan,1
Great Satan-http://dbpedia.org/page/Great_Satan,1
Grand St Bernard-http://www.freebase.com/view/wikipedia/fr_id/46225,0
Google-http://dbpedia.org/page/Bushism,0
Glenmont-http://www.geonames.org/4833344/glenmont.html,0
Glenmont-http://www.freebase.com/view/en/edison_national_historic_site,0
Glenmont-Glenmont_undisclosedLink0,0
Germany-http://dbpedia.org/page/Germany,1
George Clooney-George Clooney_undisclosedLink0,0
Geneva-based-http://www.freebase.com/view/user/jamie/wordnet/synset/108486971,0
Geneva-based-http://www.freebase.com/view/en/geneva_college,0
Geneva-based-Geneva-based_undisclosedLink0,0
Gene Munster-http://www.freebase.com/view/wikipedia/en_title/Munster_$0028European_Parliament_constituency$0029,0
Gene Munster-http://dbpedia.org/resource/Munster,0
Gene Munster-Gene Munster_undisclosedLink0,0
Galaxy S II-http://dbpedia.org/page/Samsung_Galaxy_S,0
Gaby Ochsenbein-http://www.freebase.com/view/m/0gydlbs,0
Gaby Ochsenbein-http://www.freebase.com/view/en/urs_ochsenbein,0
GOOG-http://dbpedia.org/page/GOOG-411,0
Front Line Defenders-http://www.freebase.com/view/en/martin_ennals_award_for_human_rights_defenders,0
Friendship Heights-http://www.geonames.org/4138804/friendship-heights.html,1
Friendship Heights-http://dbpedia.org/page/Friendship_Heights,1
Fribourg-http://dbpedia.org/page/Fribourg,1
French-http://www.freebase.com/view/lang/fr,0
France-http://www.freebase.com/view/en/battle_of_france,0
Fort Totten-http://www.freebase.com/view/en/fort_totten,0
Fort Hood-http://www.freebase.com/view/en/fort_hood,1
Forest Glen-http://www.freebase.com/view/en/forest_glen_queensland,0
Fire-http://dbpedia.org/page/Fire,0
Finnish-Finnish_undisclosedLink0,0
Federico Bragagnini-http://www.geonames.org/4029767/federico.html,0
Federico Bragagnini-http://www.freebase.com/view/soft/isbn/9783423206198/best,0
Federal Supreme Court-http://www.freebase.com/view/en/supreme_federal_tribunal,0
Federal Supreme Court-http://www.freebase.com/view/en/supreme_court_of_the_united_states,0
Fakharany-http://www.freebase.com/view/en/yehia_el_fakharany,0
Fakharany-Fakharany_undisclosedLink1,0
Fahad Salim Dalk-http://www.freebase.com/view/en/prisoner_of_conscience,0
Fahad Salim Dalk-http://dbpedia.org/page/Fahd,0
FaceTime-http://dbpedia.org/page/FaceTime,1
FaceTime-FaceTime_undisclosedLink1,0
FaceTime-FaceTime_undisclosedLink0,0
FBI-http://dbpedia.org/page/Federal_Bureau_of_Investigation,1
FBI-FBI_undisclosedLink1,0
Eva Maria Belser-http://www.freebase.com/view/m/02k92wy,0
Eva Maria Belser-http://www.freebase.com/view/m/02k8_rm,0
Eva Maria Belser-http://www.freebase.com/view/en/belser,0
Europe-http://www.freebase.com/view/en/europe,1
Europe-http://dbpedia.org/page/In_Europe,0
English-speaking Muslims-http://dbpedia.org/page/List_of_converts_to_Islam,0
English-speaking Muslims-http://dbpedia.org/page/Greek-speaking_Muslims,0
English-language-http://www.freebase.com/view/lang/en,0
English-language-http://dbpedia.org/page/English_language,1
Emma Brown-http://www.freebase.com/view/en/emma_brown,0
Emma Brown-Emma Brown_undisclosedLink1,0
Emma Brown-Emma Brown_undisclosedLink0,0
Emiratis-http://dbpedia.org/page/Emirati_people,1
Elkridge-http://www.geonames.org/4354256/elkridge.html,1
Egypt-http://dbpedia.org/page/Egypt,1
Eastern Market-http://www.freebase.com/view/en/eastern_market_washington_d_c,0
Eastern Market-http://dbpedia.org/page/Eastern_Market,0
EBAY-http://www.freebase.com/view/en/ebay,1
Domestic Violence Intervention Project-http://www.freebase.com/view/en/domestic_violence,0
Domestic Violence Awareness Month-http://www.freebase.com/view/en/october,0
Domestic Violence Awareness Month-Domestic Violence Awareness Month_undisclosedLink0,0
Diane Ruggiero-http://www.freebase.com/view/wikipedia/en_title/Diane_Ruggiero,0
Detroit-http://dbpedia.org/page/Detroit,1
David Goldman-http://www.freebase.com/view/m/05x8ft6,0
David Goldman-http://dbpedia.org/page/David_Goldman,0
Darrel Hendy-http://www.geonames.org/2647112/hendy.html,0
Darrel Hendy-http://dbpedia.org/page/Hendy,0
D.C. Superior Court-http://www.freebase.com/view/en/washington_united_states,0
D.C. Superior Court-http://www.freebase.com/view/en/superior_court_of_the_district_of_columbia,1
Corey Yates-http://www.geonames.org/4852663/corey.html,0
Corey Yates-http://dbpedia.org/page/Latif,0
Corey Yates-Corey Yates_undisclosedLink0,0
Conspiracy Theories-http://www.freebase.com/view/en/conspiracy_theory,1
Commission-http://www.freebase.com/view/en/european_commission,0
Commission-Commission_undisclosedLink0,0
Columbia-Columbia_undisclosedLink0,0
Claire Dunn-http://www.freebase.com/view/en/claire_dunne,0
Cineyug Films-http://www.freebase.com/view/m/06lmp9j,0
Christmas-http://dbpedia.org/page/Kane_Nasser,0
Chris Isidore-http://www.freebase.com/view/en/franco-albertan,0
Chamontae Walker-http://dbpedia.org/page/Walker,0
Chamontae Walker-Chamontae Walker_undisclosedLink0,0
Celtic-http://dbpedia.org/page/Celtic,0
Carlos Calderon Mejia-http://dbpedia.org/page/Carlos_Mejï¿½a_Godoy,0
California-http://www.freebase.com/view/en/university_of_california_berkeley,0
California-http://dbpedia.org/page/Have_One_on_Me,0
Cairo-http://dbpedia.org/page/Make_Up_the_Breakdown,0
Caesar-http://dbpedia.org/page/Caesar,0
CNN Wire-http://dbpedia.org/page/CNN,0
CIA-http://www.freebase.com/view/wikipedia/images/commons_id/7627352,0
CIA-http://dbpedia.org/page/Central_Intelligence_Agency,1
CBI-http://www.freebase.com/view/en/central_bureau_of_investigation,1
Bryson-http://www.freebase.com/view/en/bill_bryson,0
Bryson-http://dbpedia.org/page/Bryson,0
Bronze Age-http://www.freebase.com/view/en/nordic_bronze_age,0
Bourg St Pierre-http://www.geonames.org/2661428/bourg-saint-pierre.html,0
Bourg St Pierre-http://dbpedia.org/page/Bourg-Saint-Pierre,1
Blick-http://dbpedia.org/page/Blick,1
Bill Watkins-http://www.freebase.com/view/en/bill_watkins,0
Bern-based-http://www.geonames.org/4268179/bern.html,0
Barbara Starr-http://www.geonames.org/4174011/starr.html,0
Barbara Starr-http://dbpedia.org/page/Starr,0
Banca Svizzera Italiana-http://dbpedia.org/page/Swiss_National_Bank,0
Balwa-http://www.geonames.org/1277504/balwa.html,0
Baltimore-http://www.geonames.org/4283088/baltimore.html,0
BMO Capital Markets-http://dbpedia.org/page/BMO_Capital_Markets,1
BMO Capital Markets-BMO Capital Markets_undisclosedLink0,0
BC-http://www.freebase.com/view/en/bc_zalgiris,0
BC-http://dbpedia.org/page/Board_certification,0
Axel Weber-Axel Weber_undisclosedLink0,0
Avenches-http://www.geonames.org/2661661/avenches.html,1
Austria-Austria_undisclosedLink1,0
Asif Balwa-http://www.freebase.com/view/en/reliance_communications,0
Asif Balwa-http://dbpedia.org/page/Asian_Securities_and_Investments_Federation,0
Arhab-http://www.geonames.org/78211/arhab.html,0
Arhab-http://www.geonames.org/78210/arhab.html,0
Arabic-http://www.freebase.com/view/en/arabic_alphabet,0
Arabic-http://dbpedia.org/page/Arabic_language,1
Apple-http://dbpedia.org/page/Apple,0
Apple-Apple_undisclosedLink1,0
Apple Store-http://dbpedia.org/page/Apple_Store,1
Anwar al-Awlaki-http://dbpedia.org/page/Anwar_al-Awlaki,1
Android-http://www.freebase.com/view/en/gphone,1
Android-based-http://www.freebase.com/view/en/gphone,1
Android-based-Android-based_undisclosedLink0,0
Ameriprise Financial-http://dbpedia.org/page/Ameriprise_Financial_Center,0
Americas-http://www.freebase.com/view/en/united_states,0
Americas-http://www.freebase.com/view/en/americas,1
Americas-Americas_undisclosedLink0,0
American-http://dbpedia.org/page/The_American,0
American-born-http://www.freebase.com/view/en/united_states,0
American-born-http://www.freebase.com/view/en/american_born_confused_desi,0
American-born-http://dbpedia.org/page/Born_American,0
America-http://dbpedia.org/page/In_America,0
America-America_undisclosedLink0,0
Amazon-http://dbpedia.org/page/Amazon,0
Alps-http://www.geonames.org/4179588/alps.html,0
Alps-Alps_undisclosedLink0,0
Alpine-http://www.freebase.com/view/en/alpine_skiing,0
Alipay-Alipay_undisclosedLink1,0
Alibaba-owned-Alibaba-owned_undisclosedLink0,0
Alibaba-http://www.freebase.com/view/wikipedia/en_title/Alibaba_Group,1
Alibaba Group-Alibaba Group_undisclosedLink0,0
Ali Abdullah Saleh-http://www.freebase.com/view/en/ali_abdullah_saleh,1
Ali Abdullah Saleh-Ali Abdullah Saleh_undisclosedLink0,0
Alfredo Gysi-http://dbpedia.org/page/Willy_Gysi,0
Alexandria CommonwealthÃ­s AttorneyÃ­s Office-Alexandria CommonwealthÃ­s AttorneyÃ­s Office_undisclosedLink0,0
Al-Marzooqi-http://dbpedia.org/page/Abdulla_Al_Marzooqi,0
Al Qaeda-http://dbpedia.org/page/Al-Qaeda,1
Ahmed Mansoor-http://www.freebase.com/view/en/ahmed_mansoor,0
Ahmed Mansoor-http://dbpedia.org/page/Mansur,0
Ahmed Mansoor-http://dbpedia.org/page/Mansoor_Ahmed,0
Ahmadinejad-http://www.freebase.com/view/wikipedia/en_title/Parvin_Ahmadinejad,0
Ahmadinejad-http://dbpedia.org/page/Mahmoud_Ahmadinejad,1
Ahmadinejad-http://data.nytimes.com/N63021508116370590173,1
Afghanistan-http://www.freebase.com/view/en/kingdom_of_afghanistan,0
Adam Yahiye Gadahn-http://www.freebase.com/view/en/adam_yahiye_gadahn,1
Adam Yahiye Gadahn-http://dbpedia.org/page/Phil_Pearlman,0
Adam Levine-http://www.freebase.com/view/en/adam_levine_1969,0
Adam Levine-http://www.freebase.com/view/en/adam_levine,0
Adam Levine-Adam Levine_undisclosedLink0,0
Abu Suhail-http://www.freebase.com/view/en/sahla_bint_suhail,0
Abu Suhail-http://dbpedia.org/page/Suhail,0
Abu Suhail-http://dbpedia.org/page/Abu_Suhail_an-Nafi,0
Abu Suhail-Abu Suhail_undisclosedLink0,0
Abdul-Kareem Al-Marzooqi-http://dbpedia.org/page/Al_Marzooqi,1
AQAP-http://www.freebase.com/view/m/0wny_2,0
AQAP-http://www.freebase.com/view/m/0sgclf,0
AQAP-AQAP_undisclosedLink1,0
AOL-http://dbpedia.org/page/AOL,1
AOL-http://data.nytimes.com/74326256924009431042,0
ALU-http://www.geonames.org/1278957/alu.html,0
ALU-http://dbpedia.org/page/ALU,0
AAPL-http://dbpedia.org/page/History_of_Apple_Inc.Nortel,1
nLa LibertÃ-nLa LibertÃ_undisclosedLink1,0
iSuppli-iSuppli_undisclosedLink0,0
iSuppli-http://www.freebase.com/view/en/isuppli,1
iSuppli-http://dbpedia.org/page/IHS_Inc.,1
al-Roken-http://www.freebase.com/view/m/012wgx5,0
Zurich-based-http://www.geonames.org/5411240/zurich.html,0
Zug-http://dbpedia.org/page/Zug_Zug,0
Zug-http://dbpedia.org/page/Zug,1
Zinjibar-http://www.freebase.com/view/en/zinjibar,1
Zinjibar-http://dbpedia.org/page/Battle_of_Zinjibar,0
Yugoslavia-http://www.freebase.com/view/en/yugoslavia_national_football_team,0
Yugoslavia-http://www.freebase.com/view/en/yugoslavia,1
Yemeni-http://www.geonames.org/747856/yemeni.html,0
Yemeni Embassy-http://dbpedia.org/page/2008_American_Embassy_attack_in_Yemen,0
Yemen-Yemen_undisclosedLink0,0
Yahoo-http://www.freebase.com/view/en/yahoo_news,0
YHOO-YHOO_undisclosedLink3,0
YHOO-YHOO_undisclosedLink0,0
Xbox-http://www.freebase.com/view/en/xbox_live,0
William Reinhard-http://dbpedia.org/page/Reinhard,0
Wickramaratne-http://www.freebase.com/view/en/hemantha_wickramaratne,0
Wickramaratne-http://www.freebase.com/view/en/eran_wickramaratne,0
Wickramaratne-http://dbpedia.org/page/Eran_Wickramaratne,0
Wickramaratne-Wickramaratne_undisclosedLink0,0
Western-http://dbpedia.org/page/Western,0
Weaver-http://www.freebase.com/view/en/weaver,0
Weaver-http://dbpedia.org/page/Weaver,0
Weaver-http://dbpedia.org/page/Bas-Lag#Known_races,0
Washington-http://www.freebase.com/view/en/washington,0
Wash.-http://dbpedia.org/page/The_Wash,0
Vanuatu-http://dbpedia.org/page/Vanuatu,1
United Nations-http://www.freebase.com/view/base/unitednations/united_nations_resolution,0
United Nations General Assembly-http://www.freebase.com/view/en/united_nations_general_assembly,1
United Nations General Assembly-http://dbpedia.org/page/United_Nations_General_Assembly,1
Umar Farouk AbdulMutallab-http://dbpedia.org/page/Umar_Farouk_Abdulmutallab,1
Ukrainian-http://www.freebase.com/view/lang/uk,0
Ukrainian-http://www.freebase.com/view/en/ukrainians,1
UBS-http://dbpedia.org/page/UBS,1
UBM-http://www.freebase.com/view/en/ubm,0
U.S. State Department-http://www.freebase.com/view/en/united_states,1
U.N.-http://www.freebase.com/view/en/1947_un_partition_plan,0
Twitter-http://dbpedia.org/page/Twitter,1
Turmix-Turmix_undisclosedLink2,0
TouchPad-http://dbpedia.org/page/Capacitive_sensing,0
Times Square-http://dbpedia.org/page/Times_Square,1
Tim Morse-http://www.freebase.com/view/en/tim_morse,0
The Onion-http://www.freebase.com/view/wikipedia/en_title/The_Onion_Field_$0028film$0029,0
Temps-http://dbpedia.org/page/Temp,0
Temps-Temps_undisclosedLink1,0
Taobao-http://www.freebase.com/view/en/taobao,0
Taobao-http://dbpedia.org/page/Taobao_Marketplace,0
Taobao-http://dbpedia.org/page/Taobao,1
Tania Weaver-http://www.geonames.org/2415016/tania.html,0
Tania Weaver-http://www.freebase.com/view/en/january_13,0
Takoma-http://www.geonames.org/7324349/takoma.html,0
Takoma-http://www.freebase.com/view/en/takoma_records,0
Swiss-style-http://dbpedia.org/page/Swiss_Style,0
Swiss-style-Swiss-style_undisclosedLink0,0
Swiss Alpine Club-http://www.freebase.com/view/en/swiss_alpine_club,1
Swan Telecom-http://www.freebase.com/view/en/etisalat,0
Sunni-http://www.geonames.org/7067890/sunni.html,0
Sunni-http://www.freebase.com/view/en/sunni_islam,1
Sunni-http://dbpedia.org/page/Sunni_Islam,1
St Bernards-http://dbpedia.org/page/St._BernardSt,0
Sri Lanka-http://www.freebase.com/view/en/sri_lankan_cricket_team,0
Sri Lanka-http://www.freebase.com/view/en/parliament_of_sri_lanka,0
Sri Lanka-http://dbpedia.org/page/The_Sri_Lanka_Sri,0
Spokane-Spokane_undisclosedLink0,0
Spain-http://www.freebase.com/view/en/madrid,0
Southeast-http://dbpedia.org/page/Southeast,0
South Pacific-http://www.freebase.com/view/en/pacific_ocean,0
Skype-style-http://www.freebase.com/view/user/marcusofengland,0
Skype-style-http://dbpedia.org/page/Skype,0
Sinhalese-http://dbpedia.org/page/Sinhalese_people,1
Singapore-Singapore_undisclosedLink1,0
Silent Witness-http://dbpedia.org/page/Silent_Witness,0
Shiite-Shiite_undisclosedLink1,0
Sharmila Tagore-Sharmila Tagore_undisclosedLink0,0
Sharad Kumar-http://www.freebase.com/view/en/koi_jeeta_koi_haara,0
Saudi-born American-http://dbpedia.org/page/Born_American,0
Sarah Jones-Sarah Jones_undisclosedLink0,0
Sal Guatieri-Sal Guatieri_undisclosedLink0,0
Saini-http://www.geonames.org/7970362/saini.html,0
Saini-Saini_undisclosedLink0,0
SRINAGAR-http://www.geonames.org/1255634/srinagar.html,1
S.-http://dbpedia.org/page/Abraham_&_Straus,0
S. Randolph Sengel-http://www.geonames.org/2833062/sengel-berg.html,0
S. Randolph Sengel-S. Randolph Sengel_undisclosedLink0,0
Russians-http://www.freebase.com/view/lang/ru,0
Russians-Russians_undisclosedLink0,0
Russell Price-Russell Price_undisclosedLink1,0
Rotkreuz-http://www.geonames.org/2843841/rotkreuz-holz.html,0
Ross Levinsohn-http://dbpedia.org/page/Michael_Levinsohn,0
Romans-http://www.freebase.com/view/en/ancient_rome,0
Romans-http://dbpedia.org/page/Roman,1
Roman-http://www.freebase.com/view/en/roman_republic,0
Roman-http://www.freebase.com/view/en/roman_empire,0
Roman-http://dbpedia.org/page/The_Roman,0
Roman-http://dbpedia.org/page/Roman,0
Richter-Richter_undisclosedLink0,0
Richard Barrett-http://www.freebase.com/view/wikipedia/de_id/3871685,0
Richard Barrett-Richard Barrett_undisclosedLink0,0
Rhode Island Avenue-http://www.geonames.org/4140166/rhode-island-avenue-metro-station.html,1
Rhode Island Avenue-http://www.geonames.org/4140165/rhode-island-avenue-methodist-church.html,0
Reinhard-http://www.freebase.com/view/en/reinhard_mey,0
Rashed-http://dbpedia.org/page/Rashed_Khan,0
Raja-http://dbpedia.org/page/Raja,0
Rahul Gandhi-http://www.freebase.com/view/en/rahul_gandhi,1
RK Chandolia-http://dbpedia.org/page/RK_Bosna_Sarajevo,0
Qaeda-http://www.freebase.com/view/en/al-qaeda,1
Portugal-http://www.freebase.com/view/en/portugal,1
Planning Commission-http://www.freebase.com/view/en/urban_planning,0
Planning Commission-http://www.freebase.com/view/en/planning_commission_of_india,1
Planning Commission-http://dbpedia.org/page/Planning_Commission,0
Piper Jaffray-http://www.freebase.com/view/en/piper_jaffray_asia_holdings_ltd,0
Piper Jaffray-http://dbpedia.org/page/Piper_Jaffray,0
Philippines-http://www.freebase.com/view/en/philippines,1
Philippines-http://www.freebase.com/view/base/philippines,0
Philippines-Philippines_undisclosedLink0,0
Peace Talks-http://www.freebase.com/view/en/paris_peace_accords,0
Paul R. La Monica-http://www.freebase.com/view/en/los_angeles,0
Pasquarella-http://www.freebase.com/view/en/pasquarella,0
Pasquarella-Pasquarella_undisclosedLink0,0
Pandemonium-http://www.freebase.com/view/wikipedia/it_id/2734704bad,0
Pandemonium-http://www.freebase.com/view/m/01m_kjk,0
Pandemonium-Pandemonium_undisclosedLink0,0
Pakistani-http://www.freebase.com/view/en/pakistan_army,0
Pakistani-http://dbpedia.org/page/Demographics_of_Pakistan,0
Oswald Gr-http://www.geonames.org/5056667/oswald.html,0
Oswald Gr-http://dbpedia.org/page/Oswald_GrOswald,0
Osama bin Laden-http://dbpedia.org/page/FatawOsama,0
Orange-http://www.freebase.com/view/en/orange_county_vermont,0
Opposition PDP-http://www.freebase.com/view/en/genuine_opposition,0
Opposition PDP-http://dbpedia.org/page/PDP,0
Operation Troy-http://dbpedia.org/page/Mobile_Ops:_The_One_Year_War,0
Ochsenbein-http://www.freebase.com/view/en/ulrich_ochsenbein,0
Obama-http://dbpedia.org/page/Barack_Obama,1
Norway-Norway_undisclosedLink2,0
Norway-Norway_undisclosedLink0,0
North Carolina-http://www.freebase.com/view/en/university_of_north_carolina,0
Nokia-http://www.geonames.org/644450/nokia.html,0
Nigerians-http://dbpedia.org/page/Nigerians_in_Ireland,0
Nigerians-http://dbpedia.org/page/Nigeria,1
Nigerian-Nigerian_undisclosedLink0,0
Nigeria-http://dbpedia.org/page/Nigeria,1
Nigeria-Nigeria_undisclosedLink0,0
Nidal Malik Hasan-http://dbpedia.org/page/Umm_Nidal,0
Nidal Malik Hasan-http://dbpedia.org/page/Nidal_Malik_Hasan,1
New YorkÃ­s-http://dbpedia.org/page/New,0
New YorkÃ­s-New YorkÃ­s_undisclosedLink1,0
New Mexico-http://dbpedia.org/page/Santa_Fe_de_Nuevo_MNew,0
New Mexico-New Mexico_undisclosedLink0,0
Nespresso-Nespresso_undisclosedLink1,0
Nepal-http://www.freebase.com/view/en/nepal_time,0
Nepal-http://dbpedia.org/page/Nepal,1
Nepal-Nepal_undisclosedLink1,0
Nasser-http://www.freebase.com/view/en/nassar,0
Nasser-http://dbpedia.org/page/Gamal_Abdel_Nasser,0
Nasser al-Awlaki-http://dbpedia.org/page/Al_Nassr_FC,0
Napoleon-http://www.freebase.com/view/en/napoleon_iii_of_france,0
Napoleon-http://www.freebase.com/view/en/napoleon_i_of_france,1
Napoleon-http://dbpedia.org/page/Napoleon,1
NC-http://www.freebase.com/view/en/nordic_football_championship,0
NC-http://dbpedia.org/page/NC,0
Muslims-Muslims_undisclosedLink0,0
Munster-http://dbpedia.org/resource/Munster,0
Munster-Munster_undisclosedLink0,0
Mueller-http://www.geonames.org/2065469/the-mueller.html,0
Mueller-http://dbpedia.org/page/Mueller,0
Mr. Ahmadinejad-http://www.freebase.com/view/en/mohammad_reza_shajarian,0
Mountain View-http://www.geonames.org/4833384/mountain-view.html,0
Mountain View-http://www.geonames.org/4816000/mountain-view.html,0
Mountain View-http://www.geonames.org/4815999/mountain-view.html,0
Moulvi Iftikhar Hussain-http://dbpedia.org/page/Mian_Iftikhar_Hussain,0
Motorola Mobility-http://www.freebase.com/view/en/motorola_mobile_devices,1
Motorola Mobility-http://dbpedia.org/page/Motorola_Mobility,1
Motorola Mobility-http://dbpedia.org/page/Motorola,0
Montgomery-http://dbpedia.org/page/Montgomery_,0
Montgomery-http://dbpedia.org/page/Montgomery,0
Montek Singh Ahluwalia-Montek Singh Ahluwalia_undisclosedLink0,0
Mont Dolent-http://www.freebase.com/view/en/mont_dolent,1
Mont Dolent-http://dbpedia.org/page/Mont_Dolent,1
Mont Dolent-http://dbpedia.org/page/Champ-Dolent,0
MondayÃ­s German-language-http://www.freebase.com/view/en/german_language,0
MondayÃ­s German-language-http://dbpedia.org/page/German_language,0
Mohammed-http://www.freebase.com/view/en/muhammad,0
Mohammed-http://dbpedia.org/page/Muhammad,0
Mohammed al-Roken-http://dbpedia.org/page/Mahmud_Salem_Horan_Mohammed_Mutlak_Al_Ali,0
Mohammed Basha-http://www.geonames.org/377609/basha.html,0
Mohammed Basha-http://www.geonames.org/377608/basha.html,0
Mohammad Akbar Lone-Mohammad Akbar Lone_undisclosedLink0,0
Middle East-http://www.freebase.com/view/en/middle_east_technical_university,0
Middle East-http://www.freebase.com/view/en/middle_east,1
Microsoft-http://dbpedia.org/page/Microsoft,1
Merrill Lynch-http://www.freebase.com/view/m/09m53dc,0
Merrill Lynch-http://www.freebase.com/view/en/merrill_lynch,1
Megan Buerger-http://dbpedia.org/page/Victor_Buerger,0
Megan Buerger-Megan Buerger_undisclosedLink0,0
Meeko Carraway-http://www.geonames.org/4150104/carraway.html,0
Meeko Carraway-http://dbpedia.org/page/Pocahontas_Meeko,0
Maryland State Department of Education-http://dbpedia.org/page/Maryland_State_Department_of_Education,1
Market Square-http://www.geonames.org/4639528/market-square.html,0
Market Square-http://dbpedia.org/page/Market_square,0
Market Square-http://dbpedia.org/page/Market_Square,0
Mark Milian-http://www.geonames.org/3546924/milian.html,0
Mark Milian-http://www.geonames.org/3546923/milian.html,0
Mark Milian-Mark Milian_undisclosedLink0,0
Marib-http://www.freebase.com/view/en/marib_dam,0
Mansur Ali Khan Pataudi-http://dbpedia.org/page/Iftikhar_Ali_Khan_Pataudi,0
Maha Abouelenein-http://www.freebase.com/view/en/maha,0
Maha Abouelenein-http://dbpedia.org/page/Microangiopathic_hemolytic_anemia,0
Ma-http://dbpedia.org/page/MA,0
Lugano-born Ermotti-http://www.geonames.org/2659836/lugano.html,0
Lewis Lee-Lewis Lee_undisclosedLink0,0
Leibacher-http://dbpedia.org/page/Friedrich_Leibacher,1
Leibacher-http://dbpedia.org/page/89956_Leibacher,0
Lee & Hayes-http://dbpedia.org/page/Bob_Hayes,0
Lebanese-http://www.freebase.com/view/en/lebanese_people,1
Las Cruces-http://www.geonames.org/5475352/las-cruces.html,1
Laden-http://dbpedia.org/page/Laden,0
Kindle-http://www.freebase.com/view/wikipedia/images/commons_id/9496869,0
Kindle-http://dbpedia.org/page/Amazon_Kindle,1
